user_id,deviceId,timestamp,hour,rawData,encryptedParam
14,jon02eH4eGUGbcB1,1745172272000,14,1745172272000@PWAjon02eH4eGUGbcB1,32d8031ef43908bf594ebe19ee052c61cbb91974df45922586dd1199def8191ace67e541e9e21d2433fb48293846aa43
16,qX9LgpGR7IbFkmv7,1745178612000,15,1745178612000@PWAqX9LgpGR7IbFkmv7,870fa88e61e0480bc913632081c9c2c308ceb23417097387486d7f4ab60b493ffb6b98ea296bb9eb1b45b2e07ba87774
15,mpV69HArLbWc2wzP,1745185822000,17,1745185822000@PWAmpV69HArLbWc2wzP,ed7021ac5ad5ec15515c41544ec650f22c061184a756cc0756568fae04db3987cb83472a323cd554a2048e2aba1eef33
10,i3oUVQZgrWTsIXOH,1745155311000,9,1745155311000@PWAi3oUVQZgrWTsIXOH,daa8db20fdba90c7ae15fbdc406ffe5ad064ecba3d116c2b39105e2bd4fed10467e0c269102022d3316b5d8048df74a4
16,mpV69HArLbWc2wzP,1745186373000,17,1745186373000@PWAmpV69HArLbWc2wzP,3996c5e340fcfab65d70a6376ae1dc543e25432e7305e27d228cee417ecf90bae61b51ac987eaf8c8de06131eec29efb
12,UqnOK5oSESwEWa63,1745207093000,23,1745207093000@PWAUqnOK5oSESwEWa63,d9e19ddc7b14d06ec1277a2de7c5c8bf401615a66c4637234938f6540c42cc99a4e3fe3a2dcf033b275ad18e60ed45c4
12,UqnOK5oSESwEWa63,1745177652000,15,1745177652000@PWAUqnOK5oSESwEWa63,021f668cba630b16505daa7b23d7d77b0fd8aa56eee616035d3b884c50a2f52fef5ebdb751262eddca1f1e4620bdf6d0
17,i3oUVQZgrWTsIXOH,1745154528000,9,1745154528000@PWAi3oUVQZgrWTsIXOH,25ef2ea6b00f5c80556da2fd06cc5059aa0eb6a8a2a4b1e785739d05f85c474bd0ac6fa4b59307708e8c75f5064d9db7
8,mpV69HArLbWc2wzP,1745187569000,18,1745187569000@PWAmpV69HArLbWc2wzP,b6473798f82d81ba80049c95b4eed96735d0952e714c4ae16ccf2368bb634299e626e2f9e9cc9de2abb9d01bfa629405
19,mpV69HArLbWc2wzP,1745147105000,7,1745147105000@PWAmpV69HArLbWc2wzP,5519926f7460406524bfeea04ec13996ea07a6d635693c6ca68777de7ac915f94178e31047bd5aab77f39818b05210bf
3,mpV69HArLbWc2wzP,1745193441000,19,1745193441000@PWAmpV69HArLbWc2wzP,edc4da39a7e2f21468be71d25462a1e9b8de3734efda837dbf5b589e09a61ca103b9c0ffae27534d08827a8b7eb5b3ed
3,UqnOK5oSESwEWa63,1745159346000,10,1745159346000@PWAUqnOK5oSESwEWa63,cb62514027ddf9ba3491cf8c30ec84a396bcd0aa96914cdff969ecf692a3280b41f25b96d01242996188e81f9b405e0e
1,qX9LgpGR7IbFkmv7,1745163743000,11,1745163743000@PWAqX9LgpGR7IbFkmv7,48a6f24d1f06070bf57b7e39644c21875fbaa335f9bb5d4052a6e0666787ea4b23f79126d5c5d980395a713ac272d096
13,qX9LgpGR7IbFkmv7,1745175885000,15,1745175885000@PWAqX9LgpGR7IbFkmv7,4468468d16100a536dd969d49c63a907a8ada3610c4939d318e679e73ffe90d13e2400c36133f105252fe208ad0879a9
11,qX9LgpGR7IbFkmv7,1745153286000,8,1745153286000@PWAqX9LgpGR7IbFkmv7,bc0788e0c3ec2f0036c685c24631cdf23a38baa04daa91e90ad305be9b290cc08baba4485a1f1064cadb625010890878
17,mpV69HArLbWc2wzP,1745189440000,18,1745189440000@PWAmpV69HArLbWc2wzP,6ca6ba30521619669d93d8726e9c15baca0a035b00c64fdabb9deb741419b372435370166c9133d34392d92b8d615977
