user_id,deviceId,timestamp,hour,rawData,encryptedParam
1,Dw1i5bOtrmT6uZXd,1745158444000,10,1745158444000@PWADw1i5bOtrmT6uZXd,413d332409dc6c7526071c27a1539b927524b7f3702db0759781c2108a57b90c05a51b6276efce3257954921266aca1b
1,TN8FP44ohLlHBGnl,1745171149000,13,1745171149000@PWATN8FP44ohLlHBGnl,1922d467d7fed91d2eec706fded9d7a0baed3a2c0e88bd8bb364b84840ee463e0138b073b3a8da65c4095170732b1104
1,NBzxmKYbpTk4JwFj,1745148506000,7,1745148506000@PWANBzxmKYbpTk4JwFj,a277fc94e0a4b56c46902be0f91d45c348fdb89ecabcd2d2e2c83f60ec9bde077b24534bf25944baaebc4608ae0e06ff
1,SygnebngjtVIZBSz,1745203517000,22,1745203517000@PWASygnebngjtVIZBSz,e08d639dcbbf97acd8410b6067ee9dcbf1e0b8ca0bde9b5f024765458e7e90b9e13a2db0429251bbd8626401295c61bc
1,9c47V2srwMMxCDPr,1745162523000,11,1745162523000@PWA9c47V2srwMMxCDPr,41f927e8ae99130af4a1e0a7b3f42e16b38204b18923497619ec0a08984d3bb6f67cfbf8c2177ad52f63973cafe4d8ff
1,rlrkjS9iyqldjiF1,1745166699000,12,1745166699000@PWArlrkjS9iyqldjiF1,d103ed29ba0948f74bd659cca0d80b6f730986e0f51d3dba3f5f889e60600f3b0e5cfca482d0e1c137f6522f1a24fcfa
1,llWrKnl4LIev5d8s,1745182031000,16,1745182031000@PWAllWrKnl4LIev5d8s,4a9725928f063e7de1a76476813fc0f64d5d876971c4a29bc579051893edcc56f22fa1fb345631926a024a2733758f77
1,4m6kidWG76lviWGP,1745156530000,9,1745156530000@PWA4m6kidWG76lviWGP,bb6a1d39caa0d5cba80620fcd9acc09b3302d04efa8ee346687021a958663da8393c3563cbf98c7c78a54dcf6e962bc9
1,rn02UdEG8sFIdGl0,1745167860000,12,1745167860000@PWArn02UdEG8sFIdGl0,017d077afb3244cf49f185ec381fb36d9d4c4e9774437298f35304152ccbe5ae7a7784902262e232b79a3a471473ae0c
1,cTbsSnnHpEnquf9X,1745165325000,12,1745165325000@PWAcTbsSnnHpEnquf9X,e159967974380672b3651a3542c742aaaec584460ee666f16457de36babe122b8975ab82739ccf0192041718b21a2adf
1,Dw1i5bOtrmT6uZXd,1745143662000,6,1745143662000@PWADw1i5bOtrmT6uZXd,083d92937b60f0ea0301405cbef3c47f25719838f3ce5853a87b812a2ddae6a40787b5ce0f0b0677ba94c2a6fca74b21
1,TN8FP44ohLlHBGnl,1745160559000,10,1745160559000@PWATN8FP44ohLlHBGnl,e6bbd19702d2a5a3b94604520e644649ccc6f95cc40dc20a35f30c9182fe04635ae2a41b951a07a81eac6688f5c76960
1,NBzxmKYbpTk4JwFj,1745154778000,9,1745154778000@PWANBzxmKYbpTk4JwFj,3489a2f2296118d5f0430665df6f14bcf840c769d498b7d69dbac502cfd2d548c67b0d0423ad927ed4c0c459a38ef127
1,SygnebngjtVIZBSz,1745183094000,17,1745183094000@PWASygnebngjtVIZBSz,c25041539d402a2e0b9fc68ce589bdb4d47441b7506ac326d5f09aef60859460d25fc8262e9c2a6e5408600021b17f32
1,9c47V2srwMMxCDPr,1745149154000,7,1745149154000@PWA9c47V2srwMMxCDPr,bd56b50084288b8f6f30bf5cf7901d416c8d0444fa9384b903a04ef61562b667b26f9447985d69b3002cd486db73d88d
1,rlrkjS9iyqldjiF1,1745174128000,14,1745174128000@PWArlrkjS9iyqldjiF1,64e6d4ba6b0290c4cb4e5811457e32ceea4b4fe47a7fae780cfc2dee0910ccbd14f9e94707806c1fb845fd6f53a23fb3
1,llWrKnl4LIev5d8s,1745147683000,7,1745147683000@PWAllWrKnl4LIev5d8s,bfbb4c2cfb2cd9d9be9e35076a165b1aff762132146860f0ab82d1998aba1878ff2cf146fe9f830aaa33d443f0e0dc0a
1,4m6kidWG76lviWGP,1745148376000,7,1745148376000@PWA4m6kidWG76lviWGP,6acec22edb3244cb437d12b2a16e082ba10aca4a9c24731b95176a75b3b4042126b982177beba05bcb7c91529d10b5ac
1,rn02UdEG8sFIdGl0,1745187119000,18,1745187119000@PWArn02UdEG8sFIdGl0,c368eb1f03bee5eec85031660ff567938cee5a522148818d76e51a1f701ebdf7460224a6e4b9d1803c66a4415dfcf836
1,cTbsSnnHpEnquf9X,1745195775000,20,1745195775000@PWAcTbsSnnHpEnquf9X,e156fdc3894417cec8e4e0dbda5f20c516a657ec04f7de561220240200a2fb12f7843984f134de5d738f014f31653311
1,Dw1i5bOtrmT6uZXd,1745170727000,13,1745170727000@PWADw1i5bOtrmT6uZXd,d45931c254c85d6ea4eb011776c1c1cb8ddbe0312453cd8c63114f811e72ff9ed96b30d82be20683e6f4bdaf8227de62
1,TN8FP44ohLlHBGnl,1745184825000,17,1745184825000@PWATN8FP44ohLlHBGnl,96b70af6ab4c39c38e8aadaa436215ad8d7aae64c66f41c9d14e138d05e2b3f71c677cfc7cfb1bdc33479324fd472af7
1,NBzxmKYbpTk4JwFj,1745200824000,22,1745200824000@PWANBzxmKYbpTk4JwFj,b7e32dbda3c5453f04dd502c677d5549e2c67b62bb517fd99878bcb3d4d61d3e729a70236b12de9798312b7ef6557712
1,SygnebngjtVIZBSz,1745174912000,14,1745174912000@PWASygnebngjtVIZBSz,46f8f9ab61822694845d09fef600caa2c05b90c9bd2bdef9f2ceeefa7d0b8ed70959992c31b023cab7975c978eead0c5
1,9c47V2srwMMxCDPr,1745160759000,10,1745160759000@PWA9c47V2srwMMxCDPr,8eb94b66c204ec0d565887a46ce90b3b9c2b9f5ab27b9331713202ccaa903eb957982167a6780adc3a7f6771d764ad32
