user_id,deviceID,timestamp,response_status,response_message,raw_response
1,ttDChtaPTMRWXPdn,1745141487956,200,Success,"{'message': 'Success', 'quote': 'What lies behind us and what lies before us are tiny matters compared to what lies within us.', 'writer': 'Ralph Waldo Emerson'}"
1,ttDChtaPTMRWXPdn,1745165775956,200,Success,"{'message': 'Success', 'quote': ""Don't watch the clock; do what it does. Keep going."", 'writer': 'Sam Levenson'}"
1,ttDChtaPTMRWXPdn,1745098180956,200,Success,"{'message': 'Success', 'quote': 'Don’t let yesterday take up too much of today.', 'writer': 'Will Rogers'}"
1,ttDChtaPTMRWXPdn,1745124812956,200,Success,"{'message': 'Success', 'quote': 'Dream big and dare to fail.', 'writer': 'Norman Vaughan'}"
1,ttDChtaPTMRWXPdn,1745145789956,200,Success,"{'message': 'Success', 'quote': 'Don’t let yesterday take up too much of today.', 'writer': 'Will Rogers'}"
1,ttDChtaPTMRWXPdn,1745148592956,200,Success,"{'message': 'Success', 'quote': 'What you get by achieving your goals is not as important as what you become by achieving your goals.', 'writer': 'Zig Ziglar'}"
1,ttDChtaPTMRWXPdn,1745101438956,200,Success,"{'message': 'Success', 'quote': 'What lies behind us and what lies before us are tiny matters compared to what lies within us.', 'writer': 'Ralph Waldo Emerson'}"
1,ttDChtaPTMRWXPdn,1745115249956,200,Success,"{'message': 'Success', 'quote': ""Believe you can and you're halfway there."", 'writer': 'Theodore Roosevelt'}"
1,ttDChtaPTMRWXPdn,1745098799956,200,Success,"{'message': 'Success', 'quote': 'Get busy living or get busy dying.', 'writer': 'Stephen King'}"
1,ttDChtaPTMRWXPdn,1745112645956,200,Success,"{'message': 'Success', 'quote': 'Everything you’ve ever wanted is on the other side of fear.', 'writer': 'George Addair'}"
1,ttDChtaPTMRWXPdn,1745148573956,200,Success,"{'message': 'Success', 'quote': 'If you really look closely, most overnight successes took a long time.', 'writer': 'Steve Jobs'}"
1,ttDChtaPTMRWXPdn,1745135835956,200,Success,"{'message': 'Success', 'quote': 'Do what you love and the money will follow.', 'writer': 'Marsha Sinetar'}"
1,ttDChtaPTMRWXPdn,1745118718956,200,Success,"{'message': 'Success', 'quote': 'Do what you can, with what you have, where you are.', 'writer': 'Theodore Roosevelt'}"
1,ttDChtaPTMRWXPdn,1745110665956,200,Success,"{'message': 'Success', 'quote': 'I never dreamed about success. I worked for it.', 'writer': 'Estee Lauder'}"
1,ttDChtaPTMRWXPdn,1745128846956,200,Success,"{'message': 'Success', 'quote': 'Keep your face always toward the sunshine—and shadows will fall behind you.', 'writer': 'Walt Whitman'}"
1,ttDChtaPTMRWXPdn,1745100864956,200,Success,"{'message': 'Success', 'quote': 'You must be the change you wish to see in the world.', 'writer': 'Mahatma Gandhi'}"
1,ttDChtaPTMRWXPdn,1745114623956,200,Success,"{'message': 'Success', 'quote': 'Don’t let yesterday take up too much of today.', 'writer': 'Will Rogers'}"
1,ttDChtaPTMRWXPdn,1745128344956,200,Success,"{'message': 'Success', 'quote': 'You have within you right now, everything you need to deal with whatever the world can throw at you.', 'writer': 'Brian Tracy'}"
1,ttDChtaPTMRWXPdn,1745167531956,200,Success,"{'message': 'Success', 'quote': 'Happiness depends upon ourselves.', 'writer': 'Aristotle'}"
1,ttDChtaPTMRWXPdn,1745160318956,200,Success,"{'message': 'Success', 'quote': 'The only limit to our realization of tomorrow is our doubts of today.', 'writer': 'Franklin D. Roosevelt'}"
1,ttDChtaPTMRWXPdn,1745165508956,200,Success,"{'message': 'Success', 'quote': 'The mind is everything. What you think you become.', 'writer': 'Buddha'}"
1,ttDChtaPTMRWXPdn,1745165084956,200,Success,"{'message': 'Success', 'quote': 'Everything you’ve ever wanted is on the other side of fear.', 'writer': 'George Addair'}"
1,ttDChtaPTMRWXPdn,1745141496956,200,Success,"{'message': 'Success', 'quote': 'It’s not whether you get knocked down, it’s whether you get up.', 'writer': 'Vince Lombardi'}"
1,ttDChtaPTMRWXPdn,1745135478956,200,Success,"{'message': 'Success', 'quote': 'Success is not how high you have climbed, but how you make a positive difference to the world.', 'writer': 'Roy T. Bennett'}"
1,ttDChtaPTMRWXPdn,1745165337956,200,Success,"{'message': 'Success', 'quote': 'Nothing is impossible, the word itself says ‘I’m possible’!', 'writer': 'Audrey Hepburn'}"
1,ttDChtaPTMRWXPdn,1745141931956,200,Success,"{'message': 'Success', 'quote': 'I attribute my success to this: I never gave or took any excuse.', 'writer': 'Florence Nightingale'}"
1,ttDChtaPTMRWXPdn,1745114219956,200,Success,"{'message': 'Success', 'quote': 'When you reach the end of your rope, tie a knot in it and hang on.', 'writer': 'Franklin D. Roosevelt'}"
1,ttDChtaPTMRWXPdn,1745119573956,200,Success,"{'message': 'Success', 'quote': 'Do not go where the path may lead, go instead where there is no path and leave a trail.', 'writer': 'Ralph Waldo Emerson'}"
1,ttDChtaPTMRWXPdn,1745107561956,200,Success,"{'message': 'Success', 'quote': 'Success is not final, failure is not fatal: It is the courage to continue that counts.', 'writer': 'Winston Churchill'}"
1,ttDChtaPTMRWXPdn,1745155301956,200,Success,"{'message': 'Success', 'quote': 'Get busy living or get busy dying.', 'writer': 'Stephen King'}"
1,ttDChtaPTMRWXPdn,1745154267956,200,Success,"{'message': 'Success', 'quote': 'You must be the change you wish to see in the world.', 'writer': 'Mahatma Gandhi'}"
1,ttDChtaPTMRWXPdn,1745115232956,200,Success,"{'message': 'Success', 'quote': 'You have within you right now, everything you need to deal with whatever the world can throw at you.', 'writer': 'Brian Tracy'}"
1,ttDChtaPTMRWXPdn,1745115449956,200,Success,"{'message': 'Success', 'quote': 'Be yourself; everyone else is already taken.', 'writer': 'Oscar Wilde'}"
1,ttDChtaPTMRWXPdn,1745157147956,200,Success,"{'message': 'Success', 'quote': 'Be yourself; everyone else is already taken.', 'writer': 'Oscar Wilde'}"
1,ttDChtaPTMRWXPdn,1745143692956,200,Success,"{'message': 'Success', 'quote': 'Do not go where the path may lead, go instead where there is no path and leave a trail.', 'writer': 'Ralph Waldo Emerson'}"
1,ttDChtaPTMRWXPdn,1745151676956,429,Access limit reached,"{'error': 'Access limit reached', 'retry_after': '0 hours 30 minutes'}"
1,ttDChtaPTMRWXPdn,1745108980956,429,Access limit reached,"{'error': 'Access limit reached', 'retry_after': '0 hours 30 minutes'}"
1,ttDChtaPTMRWXPdn,1745167808956,429,Access limit reached,"{'error': 'Access limit reached', 'retry_after': '0 hours 30 minutes'}"
1,ttDChtaPTMRWXPdn,1745102958956,429,Access limit reached,"{'error': 'Access limit reached', 'retry_after': '0 hours 30 minutes'}"
