deviceId,timestamp,hour,rawData,encryptedParam
6wFW0ww8ICMc8RZ3,1744444431774,3,1744444431774@PWA6wFW0ww8ICMc8RZ3,4bbf0228a603508a67d1166808075188bb9cdaf81f3210ae7c50919c35c799dda4af9194cbd56555305dd42768725aaa
6wFW0ww8ICMc8RZ3,1744484728774,15,1744484728774@PWA6wFW0ww8ICMc8RZ3,65e92ac35e5cff60eccc0e08933ae45d367cba0df5fbc882943fadfd57fbf5dd4949fb39d05c7595b9a59f4496a1ce2c
6wFW0ww8ICMc8RZ3,1744449381774,5,1744449381774@PWA6wFW0ww8ICMc8RZ3,b5c53c72dba910f4fa4c85bf2d9e27df6ff7db1f2e51eb0069bce6479ff1df123141cf8f21665aedd504fa3b70d2502d
6wFW0ww8ICMc8RZ3,1744448314774,4,1744448314774@PWA6wFW0ww8ICMc8RZ3,8cf85bb2f9e9382778cb4e4f3be23c69178cbae6ee8ab8a2fb63178ed2d79acfd09e09fab5ad5a3afa9102f1616102f1
6wFW0ww8ICMc8RZ3,1744450992774,5,1744450992774@PWA6wFW0ww8ICMc8RZ3,1b136d266cba1070c53f519d29f734e64325e3b5b2ba519e66958bf4b126646e7462554738f98ae947a45d733bd7f365
6wFW0ww8ICMc8RZ3,1744420783774,21,1744420783774@PWA6wFW0ww8ICMc8RZ3,eb92d18580fd0bb55feccec4ac474e7efe327e97995653483ed07a427c5217c6bc11333269289ab5833684b3fd3db82a
6wFW0ww8ICMc8RZ3,1744470096774,11,1744470096774@PWA6wFW0ww8ICMc8RZ3,fd107c5ba25b8890d251a33c5e6d87a300ffc81ec6800616e74cfb6ed9024ce418d2f297912a526314ef9c7302bb102c
6wFW0ww8ICMc8RZ3,1744445476774,4,1744445476774@PWA6wFW0ww8ICMc8RZ3,223ca0e693042e87e3a72db3b07410622a2e796574cb927f18c57ea18f42cc294c2e3df8f384004cf233d3041086af17
6wFW0ww8ICMc8RZ3,1744453240774,6,1744453240774@PWA6wFW0ww8ICMc8RZ3,ad4c3b9d85e5820375cb4a2a0b5f6cb05d1c9efbdd96583cf5e4defe4ea9ec10fa73ffa7ca055db35a467b398d3429b2
6wFW0ww8ICMc8RZ3,1744419444774,20,1744419444774@PWA6wFW0ww8ICMc8RZ3,bcaad6f08beb9e1ef94090fd963cc21438d54e0d7eb98653d92544e57432dc952c94bb8dae927a251bce3090e7d9d072
6wFW0ww8ICMc8RZ3,1744465007774,9,1744465007774@PWA6wFW0ww8ICMc8RZ3,12b9442b9173026d9758225a292c2d065f84e85dc0f8fde05800123733c9000cef8ad03380a517a9d1ccf643a2be3d8a
6wFW0ww8ICMc8RZ3,1744441817774,3,1744441817774@PWA6wFW0ww8ICMc8RZ3,bd2ad640135c539d7be411c3462174ec6fe5221416f41a08b13ea8fb0975277d46ea5620db204e5f15b5b7c5c9cccc92
