deviceId,timestamp,hour,rawData,encryptedParam
FypI5fjgsFuHE5Kh,1742099329425,0,1742099329425@PWAFypI5fjgsFuHE5Kh,69834e8bee651f63e11bcaa916ae61d046666172cf5200a113c49f5bb3cee77b24808c5e7d475aa90330fda87fa4c76a
FypI5fjgsFuHE5Kh,1742092017425,22,1742092017425@PWAFypI5fjgsFuHE5Kh,81224982688835abf44080c190e441ec2e09e31a67603f8e3da5378d6f03396b866e11da2fe90b375d04c3a53b678490
FypI5fjgsFuHE5Kh,1742107773425,2,1742107773425@PWAFypI5fjgsFuHE5Kh,31c4f4b2c021cb84af83dd4c4fb3b9729cd4e7c799c5b145ae6ffb886a144f035252b9ac58770b98fbc47917faa0375c
FypI5fjgsFuHE5Kh,1742107773425,2,1742107773425@PWAFypI5fjgsFuHE5Kh,31c4f4b2c021cb84af83dd4c4fb3b9729cd4e7c799c5b145ae6ffb886a144f035252b9ac58770b98fbc47917faa0375c
FypI5fjgsFuHE5Kh,1742107773425,2,1742107773425@PWAFypI5fjgsFuHE5Kh,31c4f4b2c021cb84af83dd4c4fb3b9729cd4e7c799c5b145ae6ffb886a144f035252b9ac58770b98fbc47917faa0375c
FypI5fjgsFuHE5Kh,1742099329425,0,1742099329425@PWAFypI5fjgsFuHE5Kh,69834e8bee651f63e11bcaa916ae61d046666172cf5200a113c49f5bb3cee77b24808c5e7d475aa90330fda87fa4c76a
FypI5fjgsFuHE5Kh,1742070313425,16,1742070313425@PWAFypI5fjgsFuHE5Kh,121f7be96dc97706b1701e72201a38c4bb166f9775d3076d7d8d501c9184363509aa4c0bc8727832091c754d716bc5ef
FypI5fjgsFuHE5Kh,1742070313425,16,1742070313425@PWAFypI5fjgsFuHE5Kh,121f7be96dc97706b1701e72201a38c4bb166f9775d3076d7d8d501c9184363509aa4c0bc8727832091c754d716bc5ef
FypI5fjgsFuHE5Kh,1742131772425,9,1742131772425@PWAFypI5fjgsFuHE5Kh,2d8010217bce360666b294a612edc9be130d14a67add80c9d23df99285e76c22a0e508dbf3eeb56eb68533859fcf499e
FypI5fjgsFuHE5Kh,1742099329425,0,1742099329425@PWAFypI5fjgsFuHE5Kh,69834e8bee651f63e11bcaa916ae61d046666172cf5200a113c49f5bb3cee77b24808c5e7d475aa90330fda87fa4c76a
FypI5fjgsFuHE5Kh,1742131772425,9,1742131772425@PWAFypI5fjgsFuHE5Kh,2d8010217bce360666b294a612edc9be130d14a67add80c9d23df99285e76c22a0e508dbf3eeb56eb68533859fcf499e
FypI5fjgsFuHE5Kh,1742099329425,0,1742099329425@PWAFypI5fjgsFuHE5Kh,69834e8bee651f63e11bcaa916ae61d046666172cf5200a113c49f5bb3cee77b24808c5e7d475aa90330fda87fa4c76a
FypI5fjgsFuHE5Kh,1742092017425,22,1742092017425@PWAFypI5fjgsFuHE5Kh,81224982688835abf44080c190e441ec2e09e31a67603f8e3da5378d6f03396b866e11da2fe90b375d04c3a53b678490
FypI5fjgsFuHE5Kh,1742099329425,0,1742099329425@PWAFypI5fjgsFuHE5Kh,69834e8bee651f63e11bcaa916ae61d046666172cf5200a113c49f5bb3cee77b24808c5e7d475aa90330fda87fa4c76a
FypI5fjgsFuHE5Kh,1742099329425,0,1742099329425@PWAFypI5fjgsFuHE5Kh,69834e8bee651f63e11bcaa916ae61d046666172cf5200a113c49f5bb3cee77b24808c5e7d475aa90330fda87fa4c76a
FypI5fjgsFuHE5Kh,1742070313425,16,1742070313425@PWAFypI5fjgsFuHE5Kh,121f7be96dc97706b1701e72201a38c4bb166f9775d3076d7d8d501c9184363509aa4c0bc8727832091c754d716bc5ef
FypI5fjgsFuHE5Kh,1742092017425,22,1742092017425@PWAFypI5fjgsFuHE5Kh,81224982688835abf44080c190e441ec2e09e31a67603f8e3da5378d6f03396b866e11da2fe90b375d04c3a53b678490
FypI5fjgsFuHE5Kh,1742099329425,0,1742099329425@PWAFypI5fjgsFuHE5Kh,69834e8bee651f63e11bcaa916ae61d046666172cf5200a113c49f5bb3cee77b24808c5e7d475aa90330fda87fa4c76a
FypI5fjgsFuHE5Kh,1742107773425,2,1742107773425@PWAFypI5fjgsFuHE5Kh,31c4f4b2c021cb84af83dd4c4fb3b9729cd4e7c799c5b145ae6ffb886a144f035252b9ac58770b98fbc47917faa0375c
FypI5fjgsFuHE5Kh,1742131772425,9,1742131772425@PWAFypI5fjgsFuHE5Kh,2d8010217bce360666b294a612edc9be130d14a67add80c9d23df99285e76c22a0e508dbf3eeb56eb68533859fcf499e
FypI5fjgsFuHE5Kh,1742099329425,0,1742099329425@PWAFypI5fjgsFuHE5Kh,69834e8bee651f63e11bcaa916ae61d046666172cf5200a113c49f5bb3cee77b24808c5e7d475aa90330fda87fa4c76a
FypI5fjgsFuHE5Kh,1742092017425,22,1742092017425@PWAFypI5fjgsFuHE5Kh,81224982688835abf44080c190e441ec2e09e31a67603f8e3da5378d6f03396b866e11da2fe90b375d04c3a53b678490
FypI5fjgsFuHE5Kh,1742107773425,2,1742107773425@PWAFypI5fjgsFuHE5Kh,31c4f4b2c021cb84af83dd4c4fb3b9729cd4e7c799c5b145ae6ffb886a144f035252b9ac58770b98fbc47917faa0375c
r1v8WnqnBTmwTb1V,1742131772425,9,1742131772425@PWAr1v8WnqnBTmwTb1V,2d8010217bce360666b294a612edc9be24f5e991d7b437d1cb7bcb99a14e77b2d8f778b2088c7727ab4f7cffe2ed643f
r1v8WnqnBTmwTb1V,1742099329425,0,1742099329425@PWAr1v8WnqnBTmwTb1V,69834e8bee651f63e11bcaa916ae61d078a5a3ea7b533a622a202b5cefb853e9e81b3163dc88fee5c8e405fe495ffb49
r1v8WnqnBTmwTb1V,1742107773425,2,1742107773425@PWAr1v8WnqnBTmwTb1V,31c4f4b2c021cb84af83dd4c4fb3b97200c7ef21beb975867f26ce9e4e611ba2a6dd19029d693faa376f101b81d57f89
r1v8WnqnBTmwTb1V,1742131772425,9,1742131772425@PWAr1v8WnqnBTmwTb1V,2d8010217bce360666b294a612edc9be24f5e991d7b437d1cb7bcb99a14e77b2d8f778b2088c7727ab4f7cffe2ed643f
r1v8WnqnBTmwTb1V,1742070313425,16,1742070313425@PWAr1v8WnqnBTmwTb1V,121f7be96dc97706b1701e72201a38c4d4da066dabeaade4c725e3aa66d7b8563f755470f97d1bb9f5ea6bbfd8555dc1
r1v8WnqnBTmwTb1V,1742070313425,16,1742070313425@PWAr1v8WnqnBTmwTb1V,121f7be96dc97706b1701e72201a38c4d4da066dabeaade4c725e3aa66d7b8563f755470f97d1bb9f5ea6bbfd8555dc1
r1v8WnqnBTmwTb1V,1742092017425,22,1742092017425@PWAr1v8WnqnBTmwTb1V,81224982688835abf44080c190e441ec860be52b5978ca3d607bd8d0f0d00646b4a47308128deabaedd0587f6f067327
r1v8WnqnBTmwTb1V,1742107773425,2,1742107773425@PWAr1v8WnqnBTmwTb1V,31c4f4b2c021cb84af83dd4c4fb3b97200c7ef21beb975867f26ce9e4e611ba2a6dd19029d693faa376f101b81d57f89
r1v8WnqnBTmwTb1V,1742099329425,0,1742099329425@PWAr1v8WnqnBTmwTb1V,69834e8bee651f63e11bcaa916ae61d078a5a3ea7b533a622a202b5cefb853e9e81b3163dc88fee5c8e405fe495ffb49
r1v8WnqnBTmwTb1V,1742131772425,9,1742131772425@PWAr1v8WnqnBTmwTb1V,2d8010217bce360666b294a612edc9be24f5e991d7b437d1cb7bcb99a14e77b2d8f778b2088c7727ab4f7cffe2ed643f
r1v8WnqnBTmwTb1V,1742070313425,16,1742070313425@PWAr1v8WnqnBTmwTb1V,121f7be96dc97706b1701e72201a38c4d4da066dabeaade4c725e3aa66d7b8563f755470f97d1bb9f5ea6bbfd8555dc1
r1v8WnqnBTmwTb1V,1742092017425,22,1742092017425@PWAr1v8WnqnBTmwTb1V,81224982688835abf44080c190e441ec860be52b5978ca3d607bd8d0f0d00646b4a47308128deabaedd0587f6f067327
r1v8WnqnBTmwTb1V,1742107773425,2,1742107773425@PWAr1v8WnqnBTmwTb1V,31c4f4b2c021cb84af83dd4c4fb3b97200c7ef21beb975867f26ce9e4e611ba2a6dd19029d693faa376f101b81d57f89
r1v8WnqnBTmwTb1V,1742131772425,9,1742131772425@PWAr1v8WnqnBTmwTb1V,2d8010217bce360666b294a612edc9be24f5e991d7b437d1cb7bcb99a14e77b2d8f778b2088c7727ab4f7cffe2ed643f
r1v8WnqnBTmwTb1V,1742107773425,2,1742107773425@PWAr1v8WnqnBTmwTb1V,31c4f4b2c021cb84af83dd4c4fb3b97200c7ef21beb975867f26ce9e4e611ba2a6dd19029d693faa376f101b81d57f89
r1v8WnqnBTmwTb1V,1742131772425,9,1742131772425@PWAr1v8WnqnBTmwTb1V,2d8010217bce360666b294a612edc9be24f5e991d7b437d1cb7bcb99a14e77b2d8f778b2088c7727ab4f7cffe2ed643f
r1v8WnqnBTmwTb1V,1742099329425,0,1742099329425@PWAr1v8WnqnBTmwTb1V,69834e8bee651f63e11bcaa916ae61d078a5a3ea7b533a622a202b5cefb853e9e81b3163dc88fee5c8e405fe495ffb49
r1v8WnqnBTmwTb1V,1742131772425,9,1742131772425@PWAr1v8WnqnBTmwTb1V,2d8010217bce360666b294a612edc9be24f5e991d7b437d1cb7bcb99a14e77b2d8f778b2088c7727ab4f7cffe2ed643f
r1v8WnqnBTmwTb1V,1742070313425,16,1742070313425@PWAr1v8WnqnBTmwTb1V,121f7be96dc97706b1701e72201a38c4d4da066dabeaade4c725e3aa66d7b8563f755470f97d1bb9f5ea6bbfd8555dc1
r1v8WnqnBTmwTb1V,1742092017425,22,1742092017425@PWAr1v8WnqnBTmwTb1V,81224982688835abf44080c190e441ec860be52b5978ca3d607bd8d0f0d00646b4a47308128deabaedd0587f6f067327
