deviceID,timestamp
95720b37028af1b76c3db9851fc8cb32ee6a0d38d3225473db164bd033cc9990,5505f083f0104add925ea2efb7011688
95720b37028af1b76c3db9851fc8cb32ee6a0d38d3225473db164bd033cc9990,db8adcfb46b0b1ca1e44def11f16c58d
95720b37028af1b76c3db9851fc8cb32ee6a0d38d3225473db164bd033cc9990,9adfd0ddcf187be5a3f983177c514fdd
95720b37028af1b76c3db9851fc8cb32ee6a0d38d3225473db164bd033cc9990,8e8d90cadacf8c7da659a9c134a12266
95720b37028af1b76c3db9851fc8cb32ee6a0d38d3225473db164bd033cc9990,bf493a20bcef6679107847bb12b975ba
95720b37028af1b76c3db9851fc8cb32ee6a0d38d3225473db164bd033cc9990,19103d9ed487c02e2df109249e60c31f
95720b37028af1b76c3db9851fc8cb32ee6a0d38d3225473db164bd033cc9990,3fd208012259c190112df207c41646ec
95720b37028af1b76c3db9851fc8cb32ee6a0d38d3225473db164bd033cc9990,feb7e423ba71a1d77d732aadff54c76e
95720b37028af1b76c3db9851fc8cb32ee6a0d38d3225473db164bd033cc9990,90aefbb5e6e662ac2b6f821380885319
95720b37028af1b76c3db9851fc8cb32ee6a0d38d3225473db164bd033cc9990,38a09c6b5a3f9d01474400e9adcf0855
95720b37028af1b76c3db9851fc8cb32ee6a0d38d3225473db164bd033cc9990,20c1d9b55c61ae8b3fc2e0ebc695efc6
95720b37028af1b76c3db9851fc8cb32ee6a0d38d3225473db164bd033cc9990,29eb5b045f6e5a6d523dbf6a4bee9445
95720b37028af1b76c3db9851fc8cb32ee6a0d38d3225473db164bd033cc9990,3a26020ff4fce6af3a124d64b58bb07b
95720b37028af1b76c3db9851fc8cb32ee6a0d38d3225473db164bd033cc9990,8883bdf82a95370dd0b5d130b9aadd8e
95720b37028af1b76c3db9851fc8cb32ee6a0d38d3225473db164bd033cc9990,1f3ad5e06da135b325c4ac7074cac888
95720b37028af1b76c3db9851fc8cb32ee6a0d38d3225473db164bd033cc9990,350dcd653e1fb674b70222cc3b93e1f6
