deviceId,timestamp,rawData,encryptedParam
CtHAC4N0Bd2ep2pq,1742057730284,1742057730284@PWACtHAC4N0Bd2ep2pq,b922e7e564362173e340b16eb46fc7b93b64c9e070c88f9b58a622dd0d851ecffa99d31123376a90499fc9930e355829
CtHAC4N0Bd2ep2pq,1742057730289,1742057730289@PWACtHAC4N0Bd2ep2pq,bb18982e92a378eb9a365039c12f295cdf12be237b77ce01fea03384bc2c469a3eb6f62d360295ffa36ce7a8acbb8d6d
CtHAC4N0Bd2ep2pq,1742057730289,1742057730289@PWACtHAC4N0Bd2ep2pq,af9d3a6974a8bd8fbac5621505f7463f1e2899ee57f38687eaf9849ab6add798c3aafc4b8e02369da50c0c0256d41853
CtHAC4N0Bd2ep2pq,1742057730289,1742057730289@PWACtHAC4N0Bd2ep2pq,3f2df9d985e1ea56ada8767bacfe3940e36649baf33d112f3f837bbe8668b78a97289e2c875dc9cbb13e0aeb8d91bf77
CtHAC4N0Bd2ep2pq,1742057730289,1742057730289@PWACtHAC4N0Bd2ep2pq,ad47fe15f3866542e5cd927052a34c9c7558a7fd369f2bad96f3243e1c6f65a4aacd6ae312248418a8a8e3291bbbdfcf
CtHAC4N0Bd2ep2pq,1742057730289,1742057730289@PWACtHAC4N0Bd2ep2pq,e97631f67956adfa6d47b0c942f33b7db5ca715f246286b5d826c33439211b153c3224b39369d247aaf9ce0f91ed49df
CtHAC4N0Bd2ep2pq,1742057730289,1742057730289@PWACtHAC4N0Bd2ep2pq,a590d999701a3dc8326c144f63c2b7963815284839e70b5f2fac8daf05d3cff8d8733ed2018f5e19e0ad4329c002d8b1
CtHAC4N0Bd2ep2pq,1742057730289,1742057730289@PWACtHAC4N0Bd2ep2pq,cb1e021dd42b21ea15992f0581675dc3a7ac9d09d1550730b32d19afd140bd62cbe7df6ba36c540014de260b99262eae
CtHAC4N0Bd2ep2pq,1742057730289,1742057730289@PWACtHAC4N0Bd2ep2pq,5df6bc67679e1dc77d83e7e6bd9d89d8372c8f27d8404db1aee14857a7010bebd3b4224a34d3855971873fa28d870db4
CtHAC4N0Bd2ep2pq,1742057730289,1742057730289@PWACtHAC4N0Bd2ep2pq,8cbf21cc36dca9a635b5540d08d69665635a69a547b182b99c1b75e5e4fcde2d9d8f0d411538e0c37ad297bb192b03ea
CtHAC4N0Bd2ep2pq,1742057730289,1742057730289@PWACtHAC4N0Bd2ep2pq,bfea1653581a19c0eb97a8229783a10b2a0abf85ba5239acd440f168e532a85037ec59c5048e769fb8da2735f5845eaf
CtHAC4N0Bd2ep2pq,1742057730289,1742057730289@PWACtHAC4N0Bd2ep2pq,1b11d1d59a1bf7bd7e28a5f7a735b9ec91df320ca490780700b367a37dcae2e9ca43ba69edd7f5163c9ab7ec343606be
CtHAC4N0Bd2ep2pq,1742057730289,1742057730289@PWACtHAC4N0Bd2ep2pq,a031a4e5c1417cde15c30a71064024f7667bcd2bdfc2ecd0dbb8c0d91e028ded83f9b51fce13e6b100faa0b6321be785
CtHAC4N0Bd2ep2pq,1742057730289,1742057730289@PWACtHAC4N0Bd2ep2pq,f7f32d3ff984f2a32c62e583fbabcf79c7873c4f98d6acb3f33ce7c892c4b699ba77ba2489e0b210ebc0eebbb4aa62d5
CtHAC4N0Bd2ep2pq,1742057730289,1742057730289@PWACtHAC4N0Bd2ep2pq,3630da6537380cc62bb4da49a0fccabadcb27ac643c3df14fb3594149061f42f181875d901943190b3ee314624c3418b
CtHAC4N0Bd2ep2pq,1742057730289,1742057730289@PWACtHAC4N0Bd2ep2pq,7411c2ef52842c45e2f2ca8e505e6a091fdad3094e2ab967a0a75b7e08baffa38050fc611bb92f5d424824e9c3c3ea53
CtHAC4N0Bd2ep2pq,1742057730289,1742057730289@PWACtHAC4N0Bd2ep2pq,dda564a51fe89cd2644c7535323a32248332d5109005d86c0af7b38446334dbb112ed377f472cf66a767f6b60a45c18f
CtHAC4N0Bd2ep2pq,1742057730289,1742057730289@PWACtHAC4N0Bd2ep2pq,bdc3ee3d1a0303a851a3a6c5740f0332d843071b1cfc9f7fe82e5848fa8ba29e33d62ba70af7d6fcf8cbb9724210faef
