deviceID,timestamp
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,60cca80a96734374d3581492b02decab
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,6dcb6520ecb3b1cc4351d2346036671f
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,3f0a3ed49458889c487e4f7f97d309fc
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,89c2519d35bd1d87ac7fdc7b37aebde1
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,08804a1b9c4a4fba21734b0d59e79317
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,cb335481070ad275b2182e1d165a588b
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,e3e05c0f4de8381a40a9a14ef54bf3aa
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,a15b4df2d8481dfd95bb1d60c2295065
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,7dfc38ffd6a6b8139f9c03e618fb000c
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,b54351df197d6387b481b128254b51d1
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,bb2d035e2367bf5b5fdbe6d227b9bbd5
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,f939e3ac392e552d048436eafc372525
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,d974ec1711b273ef27db7b286c006382
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,3e71484ecbe8e1cd8b586106d6019fc0
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,726c2ef75dd4bccd436c18a82bb48c84
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,30df39d5024b4ad659b659b4d655575d
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,46b153eac79151f1c3a19de84f31561a
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,88c4b44966ff365cb4fd4f65019073e7
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,99c4d11f5b78a74d2467bf1fe7cf39af
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,90b2bb3f53bf55e2a75e57eedb122629
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,ff809872acaa38d6de05232ffeaec25c
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,134422ae05e04b147d91dcc65d7efd10
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,11ba69261f21d612de825d660d0fcf23
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,4a0ef7e4c8bda4613f8ac8c400b31fd7
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,38dffc598522cefe0cbe2e820bc0a994
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,2b06dc5da42c8b1544280e650cea7f35
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,0071a6de7bd40f7a0f51be0b26d263a1
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,8a01883ac4f30b8d31844d7471f19d5e
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,ba96ea2f3ecd9220ee868516c7d1087a
b6436e3135b674f8b1a4baf217b099971bc7b7028f5a9e4fa6fed9413ac85390,4a66cd2ec46ccc6b0fec96578a8c7f87
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,72ac090ed70304eb24a0944be1be3cb4
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,a47d41bdbcbd9e612f4398022bdbb2ad
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,9d49d3eabbbbaf699df142e80339ae0f
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,443025cfb78a4d04d395ed903a39e811
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,dca99f1ddb8d12af7a3a468e03bfae59
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,59ad7dc97b6aa55bcf6522c1a2be49d4
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,8633d0bcbec688a890fb949968522905
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,87808e962f45fbb14af06af74f56065f
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,01229866ecc8de70cfb7e9342bffb485
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,ff477fb1132db784661c42c5241be10c
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,cdca150fdad9ece5462422f4ae661a3f
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,36ec35948a881c1646fe497801569cd1
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,18f664d3f1afabdec382a96af51a1768
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,4eebb9723f0db4753871af55d44c9022
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,151c90393706112e645241f3a2bc0858
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,94337ebb29dcfdd1b718017506eb2c48
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,2a5e2e2ebf6c693dc8540c5defa0a49d
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,c7955b303ddd1b2422c05028b6283a39
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,220e9f2fb553fb616b3b54d63a38f707
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,f60137c1e4f3a4333593f960b0684787
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,32dfd51f278f86f90dff92cc06bab38c
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,02f9af3551b3dfa3ae57d67fbd0f319e
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,ac51dd9e38783c1e08e58b50416582fe
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,66eb5282804bb33e70c823ec9ee57c35
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,14679273783a023717359872db8c09b3
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,a19e4638fb68834ec2e792a0d9c4654b
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,29fab6eb86ae1518030038775d53c087
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,ba9a535564374c159582c4c056cdf99e
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,541023e86a4d9c1fa0bc57a1b2a37682
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,1a5faa88b10bae1210b28f24cfe0bcfd
635d1e0a59a76de29d8829782d86cfb3f09c2745eeaccc91c078618ade9f5112,b93593cd8d632a5041abe2155b45e67f
