deviceID,timestamp
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,3e3386d53cca8b9af7edcbf5e868be1d
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,82571abd0a1a506ec1909bba30cf8cfb
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,6a4c31eeaac86b5180d77f3a2c373732
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,ecef4b32a956c3c621ad9a169c2ead7d
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,76c52fd5ac817c04701d83132e641e08
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,faeebb0032013d61a87488eeedafc48b
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,6b951e8c2980baa948e60e90cfb42fe6
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,1ef0b77592db6f5fa2598f208ca9ed29
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,47e227e09b1f64df211f963f14ea81a2
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,8c12eede554229b5139325f84c3a8482
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,6a9900e757783e025ffc8dfcc0a5cccc
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,d1d40c79cacdf3f24f9298898b65c1ee
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,715b3e616acf58d73b80bfc54973b33e
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,51da44cdbd8dc63c44f634b3b9464bf9
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,7fdf3a708c6dfb5b50df22f5ae79861a
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,68fc414d3af95d98fb040514ea284800
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,81b0df557fcca59b23c031b6c518ab02
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,e21ee8aa4a3134aafad75f067dbbcb93
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,540af4757dda73f94dc3418540f76cc7
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,c19497b5afc730a5310774f473e94b80
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,e1e600460c2f64548c08407d6500cb52
891fe8c883eb4a6067709e447ba7e1ef4d83a92104dc8ab5e5a3777a3091d09f,5681ff230865dd45b126a4878cecb89a
