user_id,deviceId,timestamp,hour,rawData,encryptedParam
1,O78ifH8FspQtQmgi,1745038091144,0,1745038091144@PWAO78ifH8FspQtQmgi,7e87b50a190626b3f3f65674f7f532f8b2607eb0bd31606ff1f90a5b13e01990fdf6545a532da4756ab9c06f886b11c5
1,O78ifH8FspQtQmgi,1745061153144,7,1745061153144@PWAO78ifH8FspQtQmgi,d90bc340a3df9ec807600e5be9b8e359837c02a0ba3072fe6bdc021ac5f8d46dd2db9f7a6a9b3e737e921c291ad0535c
1,O78ifH8FspQtQmgi,1745060313144,6,1745060313144@PWAO78ifH8FspQtQmgi,fb0c1c39c1ad4ecc1b5edd8390b6a350e370bfa64ccd2bce064e98de04be0e83e0ba0e8659dd41b72e88131c58e7f618
1,O78ifH8FspQtQmgi,1745060545144,7,1745060545144@PWAO78ifH8FspQtQmgi,881d630652e0d71567c74abbc778c596dfd7afbeace29c54d7d52ebc4fc4b44e250755f9f68233d1f56814712a616c0d
1,O78ifH8FspQtQmgi,1745056062144,5,1745056062144@PWAO78ifH8FspQtQmgi,681ce80ca6605e12de7808c7523f2bada5a22163eefa7ae7562f76c4caead986d97f58792e4b1067328821bf1c336e26
1,O78ifH8FspQtQmgi,1745073412144,10,1745073412144@PWAO78ifH8FspQtQmgi,1baac01b1343eeb43036fb150efc0462157ee2a2559aa59b4a8f3cac4809447ef5b5792ec40e17363f80c56e63f6b883
1,O78ifH8FspQtQmgi,1745045411144,2,1745045411144@PWAO78ifH8FspQtQmgi,8223a4c437077fb3e0795e60fc824311b4b7fc7079b7286d945e73bd7cc72563926e81cf047b9aae5f9b463f52e991f7
1,O78ifH8FspQtQmgi,1745050999144,4,1745050999144@PWAO78ifH8FspQtQmgi,aeaaa15927ff94eb81d88c23c3ae134145a5443611f3fd1d9d163b01c81897ec3bfc975a3979c55caf129adb975edbd4
1,O78ifH8FspQtQmgi,1745050155144,4,1745050155144@PWAO78ifH8FspQtQmgi,8ebe7b7b79b9d807cb0c4f683fa0d481ff3c7c14c99b20857d065d0d2dc94bb1154ba209a3c24bbeec46ca64ada6a0c9
1,O78ifH8FspQtQmgi,1745040346144,1,1745040346144@PWAO78ifH8FspQtQmgi,40edd3c934e63d64177e35f0a9a07a4c396dd97147cd2fc29dde75b0f66a00bf25efa59748cb6ee9f160fadf8a93f5a3
1,O78ifH8FspQtQmgi,1745018662144,19,1745018662144@PWAO78ifH8FspQtQmgi,98f39e086cfc680dde38a450a6dadb3e314bd2ddb92988ddbc5c5f89d2982463a0a2acdbe80ba95af5136a5f1fc36275
1,O78ifH8FspQtQmgi,1745044709144,2,1745044709144@PWAO78ifH8FspQtQmgi,a81cd86089fa52f0a904b215758873ddbc0eea4fb723d1a4dfac00569a4c2956973a4995db76af60e222dc35dbfa79d7
1,O78ifH8FspQtQmgi,1745033107144,23,1745033107144@PWAO78ifH8FspQtQmgi,50f0b34e0be496857e64d6f9cfaec3f4db9467d3c6916617b791b76efb0b918cff30d2f7ca5f70ce97c3f48711afa6fa
1,O78ifH8FspQtQmgi,1745070313144,9,1745070313144@PWAO78ifH8FspQtQmgi,7edc3e89eb14eff9f70a0390d5f87a7b84f1c1bd10f05a230090e6b311f05417ab72c67a414d16ef6e37139f597c9d8b
1,O78ifH8FspQtQmgi,1745047754144,3,1745047754144@PWAO78ifH8FspQtQmgi,49682c04e6bd86c223008c0f07d012ecefe0e1d721dd02de4f93f71dba0268a52884474838b5c33003fad38869590cda
1,O78ifH8FspQtQmgi,1745030597144,22,1745030597144@PWAO78ifH8FspQtQmgi,51d6a0aeded9d1f202335c3c21ec9a8a9256aeb5ea3b324607d5d2da6e55881e73e144b46e09a3fabb3f9025c344327d
