deviceId,timestamp,hour,rawData,encryptedParam
th7wFp4vXsv7auaL,1742126201249,7,1742126201249@PWAth7wFp4vXsv7auaL,498c04ebbf5ce138dec16dbce1e873aef69630874d7b6a6c37a9b0af1215885a6c96ab13ec539c2f11c8fa1c4c3c0d5f
th7wFp4vXsv7auaL,1742070546249,16,1742070546249@PWAth7wFp4vXsv7auaL,bf9a512f5ce625c5bb1769c84c89848c5771df21e23d56f050532ed6715185aae0d16f907557e148f87c04d858c86b4b
th7wFp4vXsv7auaL,1742123321249,7,1742123321249@PWAth7wFp4vXsv7auaL,b8e853211188efccadbe7dda0adcee514c8a4e4b0ab4adb4638d09bc1982274e75cbb8ed79c01714ad991a6975b907a7
th7wFp4vXsv7auaL,1742095196249,23,1742095196249@PWAth7wFp4vXsv7auaL,3d60ee9e6cfc4771d43ce94a1729b12120729013ed2185678cf5555df89ac21864b7c1fb29728920400685102e1e46a7
th7wFp4vXsv7auaL,1742091084249,22,1742091084249@PWAth7wFp4vXsv7auaL,fb87fc073e3ea13efd3462a67c471fddb56234d9c8884bc113e2897e7f97bebcac8cc56c1c316c4d8abc737ae000eed3
th7wFp4vXsv7auaL,1742079740249,19,1742079740249@PWAth7wFp4vXsv7auaL,812981beb3850eb381310645c345a87b431174c9a1e291cb1b9be6791c6fba137b776edb461be982abf7d1ebd3c4c4ef
th7wFp4vXsv7auaL,1742083341249,20,1742083341249@PWAth7wFp4vXsv7auaL,893412f768b47d7531d8c44d3572b6895324a559be9b4c1b7f2d208174b54387e670ebedbf683c49db8ff1eb5f66a6e6
th7wFp4vXsv7auaL,1742118331249,5,1742118331249@PWAth7wFp4vXsv7auaL,1c187bb3c27258c9de10fc88e25cabd31a6d0016b6a0acf4e54f21fd244b4a528c2b50c7a5154add910e226726821ed8
th7wFp4vXsv7auaL,1742118473249,5,1742118473249@PWAth7wFp4vXsv7auaL,2fd65920c683e4b521689daf0970e89b0178f003139746d00cdd08f9c6551e9cfa4cdb613497b121fdeac3920f820498
th7wFp4vXsv7auaL,1742103651249,1,1742103651249@PWAth7wFp4vXsv7auaL,57a255b6890f44103da0e1ddc1a6402997d3791cb98e45602241868b7389e4ec4d074e749d391bd1b322c58bec90eb85
th7wFp4vXsv7auaL,1742106543249,2,1742106543249@PWAth7wFp4vXsv7auaL,f4bfcb8020b7793af0f7118430c269054399114de5e6c86e7c899c8927ac84bec7111ce0f683cb4407f94ee4b78f820c
th7wFp4vXsv7auaL,1742077942249,18,1742077942249@PWAth7wFp4vXsv7auaL,94aff6e6226f1bf753dfc3989c904559826f85fe4bf33edb5727dd84864322fc76db17ef18fd035e5d57489437f0f9af
th7wFp4vXsv7auaL,1742063736249,14,1742063736249@PWAth7wFp4vXsv7auaL,aab732ba455ba7caa95850040c4739eaaf89a4505376a217e9cd2657b52b173bd76e6525253b5c8ccb99a6fcb4b36b14
th7wFp4vXsv7auaL,1742112286249,4,1742112286249@PWAth7wFp4vXsv7auaL,86c93a4aa75fa6cc58f18f9470b0e954b914c6e5c3f39b6edc81d1380f6c414ab1345b4a45ea157c61afdec246e6d3c0
th7wFp4vXsv7auaL,1742130971249,9,1742130971249@PWAth7wFp4vXsv7auaL,bf9786ce3edd60bd7ea71c9855813e31139ef1f66eef406f7c53b605c7ca34ac5062eca1affee223ee0b664cb3ee83f9
