deviceId,timestamp,hour,rawData,encryptedParam
LMcJeo36nrR8f66n,1742164962804,18,1742164962804@PWALMcJeo36nrR8f66n,5f9254625df021ef1b51149dfcd9dfe080a1b2f6a6444002ad10e7eb45c95c486207f28b611e776b38ad51cb43becab4
LMcJeo36nrR8f66n,1742187436804,0,1742187436804@PWALMcJeo36nrR8f66n,4a41eb2b81d0623243304bea91a64bf4bfd3629d62e8714914233cfbf470f97201048f72fae0c42e5ef58f38029e5644
LMcJeo36nrR8f66n,1742168589804,19,1742168589804@PWALMcJeo36nrR8f66n,b7045b08e87fabcfe2c2f010257da3008e172b6cb41ddcecbcdfd866ae2ebad74f9a650a533de0260933b9ec4914c2fa
LMcJeo36nrR8f66n,1742188993804,1,1742188993804@PWALMcJeo36nrR8f66n,89e0ef287421b9a40522fc4a036d7abf128815b184b1bcebdb38ae75aee269e4e90ddda0ea9879386459d7b39d55bf18
LMcJeo36nrR8f66n,1742206134804,6,1742206134804@PWALMcJeo36nrR8f66n,d53b4e1f1b36273045c18a2291fdfa0533c25c08b636f2db9b1d6b355f2ae41cffa5bbbdc966ca4e4fdfc1477bf1349b
LMcJeo36nrR8f66n,1742195112804,3,1742195112804@PWALMcJeo36nrR8f66n,54ad22660e6893fae7dae29fd33d05719a2ee4776f1fd23d7c49f3eac458fcbfaaa2393f40bb89f13eddffb3919e5b53
LMcJeo36nrR8f66n,1742172480804,20,1742172480804@PWALMcJeo36nrR8f66n,b3e94b4d8735e7ce602fcdf9bba09e8ed1470bc1817361e58a30b3de7cfa6795d9519d5e6bada9b9f0ed5b677a1b3d35
LMcJeo36nrR8f66n,1742186052804,0,1742186052804@PWALMcJeo36nrR8f66n,efe412aec9d4aea8b390cb17999343b348add11eb64c70eccf672d71dca75d16cf9955f8b76bf86bc107d2589af56259
LMcJeo36nrR8f66n,1742162885804,18,1742162885804@PWALMcJeo36nrR8f66n,2b1ca07d305917940203c814b1285e4d2330ba36c93a2e4723d87f5c284f1ce6ce4326949ea8eaee8c32ecd23051a5a4
LMcJeo36nrR8f66n,1742174856804,21,1742174856804@PWALMcJeo36nrR8f66n,a8295b405d6cc66aa2501478f9a82b39471676a880d7946a0b9e682b679e5c00045f544fc16bffd21a6071f0895b7c4e
LMcJeo36nrR8f66n,1742152493804,15,1742152493804@PWALMcJeo36nrR8f66n,3a7a7cffa0be9bccb1e04e802e8f8c3f4d0a5946b9cff1b7870a03fc307cbd9212ad45663fbf02f7431a2d3eb32597bf
