deviceId,timestamp,hour,rawData,encryptedParam
N54RAuMJYRDF0wfs,1742122803230,7,1742122803230@PWAN54RAuMJYRDF0wfs,22ab33f5802a78daa22b10e912bbedc9b75081d3c65da7f6a0cb2e55db6a3b33a61244635d12930adf89c10c18c2698e
N54RAuMJYRDF0wfs,1742100795230,0,1742100795230@PWAN54RAuMJYRDF0wfs,7f035a8585a1b4a522a06563ac19733333c151f5d7cb147f81655bc0394ae2205d39bf9d284438e3c03d638d2e3a4795
N54RAuMJYRDF0wfs,1742138038230,11,1742138038230@PWAN54RAuMJYRDF0wfs,dbf2bf1066bf53ec9a6238e7478e73f0d009efc73ca7823d05ba829c389cfc0c15d9039c4ec992ad4427612654ebe837
N54RAuMJYRDF0wfs,1742129423230,8,1742129423230@PWAN54RAuMJYRDF0wfs,dfcfeaf3421a5e5d29458919a4f454911f3b1b0a7ee94cf2eda3cd5a81305bb163e48700cacc8de223081165ae8a9b1c
N54RAuMJYRDF0wfs,1742089895230,21,1742089895230@PWAN54RAuMJYRDF0wfs,a7893a17c5725f55dbf82be8184415b492e74505f885baee262a22368b22825edfec285e21727f501ae4f44c2e0796c9
N54RAuMJYRDF0wfs,1742097167230,23,1742097167230@PWAN54RAuMJYRDF0wfs,a5adfd7cf133733810ef90018068efd4d8ec29c725d5f35cf035b403aba918e0287cc35f00ee2ecd0f891bc6ad6662ac
N54RAuMJYRDF0wfs,1742128292230,8,1742128292230@PWAN54RAuMJYRDF0wfs,8ec593cb1c5a3be24a1c8ca1952f6de7b9c12f3b37a14d2057bd95ac6c0394f4a724e4571c1bae50b85802800c24d20c
N54RAuMJYRDF0wfs,1742137749230,11,1742137749230@PWAN54RAuMJYRDF0wfs,b9f55d49d1243c630af8346328694cd4c809b38eb59e380a870646009bb65053a72217ce40d9d8aca1bef0030d9dc1fd
N54RAuMJYRDF0wfs,1742109722230,3,1742109722230@PWAN54RAuMJYRDF0wfs,c7e820604a285991ba7d23009cefe2d82cb99996f4f5d2acfb38f0819839af078dd92efd19ca4fd6c848c0faff468be6
N54RAuMJYRDF0wfs,1742110192230,3,1742110192230@PWAN54RAuMJYRDF0wfs,5c607cd21258ada617a5c1a668ccea016e591de7efc7d9ceef769a8650d9fa2821b7374b4ed0cab418c9dbf2b4ba6e95
