deviceId,timestamp,hour,rawData,encryptedParam
uiaX01OqPb7vk36x,1742154738431,15,1742154738431@PWAuiaX01OqPb7vk36x,19227915ae641137280152d54f3d7a7d0efa399a83bae3e43916ba89f11b3cb44adc2f9680938e61f19bc444dd5503e7
uiaX01OqPb7vk36x,1742183719431,23,1742183719431@PWAuiaX01OqPb7vk36x,270de974abd952d1c8c75aa475eb0864a56fefaa77dfd76d44b1315bddab82ca6bfaa1f00ce87552896e09707b36fc87
uiaX01OqPb7vk36x,1742154738431,15,1742154738431@PWAuiaX01OqPb7vk36x,19227915ae641137280152d54f3d7a7d0efa399a83bae3e43916ba89f11b3cb44adc2f9680938e61f19bc444dd5503e7
uiaX01OqPb7vk36x,1742183077431,23,1742183077431@PWAuiaX01OqPb7vk36x,7488b67185ec48b50855072a3873946e65f916660889d19857ab9ced57914a0b008d0527e17b01261e593e61e71c1845
uiaX01OqPb7vk36x,1742154738431,15,1742154738431@PWAuiaX01OqPb7vk36x,19227915ae641137280152d54f3d7a7d0efa399a83bae3e43916ba89f11b3cb44adc2f9680938e61f19bc444dd5503e7
uiaX01OqPb7vk36x,1742183077431,23,1742183077431@PWAuiaX01OqPb7vk36x,7488b67185ec48b50855072a3873946e65f916660889d19857ab9ced57914a0b008d0527e17b01261e593e61e71c1845
uiaX01OqPb7vk36x,1742207180431,6,1742207180431@PWAuiaX01OqPb7vk36x,ec656284ae7dfb954089f820c56a4ee1bf11fbf377e48dccc414221c13d2e929a5a554de2a4e8fcf287780ff176a1b25
uiaX01OqPb7vk36x,1742154738431,15,1742154738431@PWAuiaX01OqPb7vk36x,19227915ae641137280152d54f3d7a7d0efa399a83bae3e43916ba89f11b3cb44adc2f9680938e61f19bc444dd5503e7
uiaX01OqPb7vk36x,1742183719431,23,1742183719431@PWAuiaX01OqPb7vk36x,270de974abd952d1c8c75aa475eb0864a56fefaa77dfd76d44b1315bddab82ca6bfaa1f00ce87552896e09707b36fc87
uiaX01OqPb7vk36x,1742183077431,23,1742183077431@PWAuiaX01OqPb7vk36x,7488b67185ec48b50855072a3873946e65f916660889d19857ab9ced57914a0b008d0527e17b01261e593e61e71c1845
uiaX01OqPb7vk36x,1742183719431,23,1742183719431@PWAuiaX01OqPb7vk36x,270de974abd952d1c8c75aa475eb0864a56fefaa77dfd76d44b1315bddab82ca6bfaa1f00ce87552896e09707b36fc87
uiaX01OqPb7vk36x,1742183719431,23,1742183719431@PWAuiaX01OqPb7vk36x,270de974abd952d1c8c75aa475eb0864a56fefaa77dfd76d44b1315bddab82ca6bfaa1f00ce87552896e09707b36fc87
uiaX01OqPb7vk36x,1742207180431,6,1742207180431@PWAuiaX01OqPb7vk36x,ec656284ae7dfb954089f820c56a4ee1bf11fbf377e48dccc414221c13d2e929a5a554de2a4e8fcf287780ff176a1b25
uiaX01OqPb7vk36x,1742195008431,3,1742195008431@PWAuiaX01OqPb7vk36x,51af56c36197f88a100ce603de1cedb633e9e1b5eead1d58eb242df85110773123ca0f5af8537e9b4245a17911f3f2fe
uiaX01OqPb7vk36x,1742154738431,15,1742154738431@PWAuiaX01OqPb7vk36x,19227915ae641137280152d54f3d7a7d0efa399a83bae3e43916ba89f11b3cb44adc2f9680938e61f19bc444dd5503e7
