deviceId,timestamp,hour,rawData,encryptedParam
X42R3i1DMfN4tuwH,1742214678153,8,1742214678153@PWAX42R3i1DMfN4tuwH,4de6d5385d74fac0d18893f91f29173c97e271d1f66443926ff00bb763d1e2cb819ea593148133c3c072954d85ddee08
X42R3i1DMfN4tuwH,1742178299153,22,1742178299153@PWAX42R3i1DMfN4tuwH,0d16b4822d4fd68d748d60dfdffb7a29bd98a4536c2da6f3d3d69fd9e98d5fb2fe44e0fc93a2cac73570a03383c4a608
X42R3i1DMfN4tuwH,1742155974153,16,1742155974153@PWAX42R3i1DMfN4tuwH,4efb632ddffe5c505ae0b7a102ec0c1d81a24aeba286b154de46172a50f5b7c8a0c4bff0a7671e44a47a4d48019b1408
X42R3i1DMfN4tuwH,1742165807153,18,1742165807153@PWAX42R3i1DMfN4tuwH,0527d319b69681962d6c237f4b1895d3b8977168ca5545b1c3b5e0b21723bf2c01e7bf747c833dc3fcfdef11ac3356b9
X42R3i1DMfN4tuwH,1742180200153,22,1742180200153@PWAX42R3i1DMfN4tuwH,bc407e2a13af8e3e6eed8527f08ceeb5b97514b41b7edd3f4a7c788cfc910fb99bf4212cbff05f983a01907d55888f08
X42R3i1DMfN4tuwH,1742194580153,2,1742194580153@PWAX42R3i1DMfN4tuwH,61aa0d40835507a64d982f6316de5897b32f7cafdfe846bbc38f5fed4523e4e8ccaca3e04c6cff551bfd90a9433f8aba
X42R3i1DMfN4tuwH,1742211914153,7,1742211914153@PWAX42R3i1DMfN4tuwH,efccb0a30ccd42af4364d2dd00bc25a9048ef0e0900e056181788083de64d09027481fbcdba1a335dabc7da9b7161a60
X42R3i1DMfN4tuwH,1742160979153,17,1742160979153@PWAX42R3i1DMfN4tuwH,01b0fdf044b53fdcdbf0b38062affae6b4666f5b84a215af8aa667dc116fe4ae6337597375736426364b7fbeaa92aa47
X42R3i1DMfN4tuwH,1742176599153,21,1742176599153@PWAX42R3i1DMfN4tuwH,ed3e9ac202a317534d28036b77534460aabef2648283cd0bf86ae03e932e9943e09ecf41b97e36f52f49f29beff463e5
X42R3i1DMfN4tuwH,1742180772153,23,1742180772153@PWAX42R3i1DMfN4tuwH,982860e223050333b5a8bb90b5564054e683fe38d12d8ad972d19ac6bfb158edb2efa08e73715571b88308776862be2b
X42R3i1DMfN4tuwH,1742187132153,0,1742187132153@PWAX42R3i1DMfN4tuwH,6fb88e54eb028b52d201ba5c80a4c4661441580ccb1c8dc5854312a940c056b7c5b334f08899c3a077160fda00cdc1f4
X42R3i1DMfN4tuwH,1742177439153,22,1742177439153@PWAX42R3i1DMfN4tuwH,b730aeb77e88823174069e014c3a183f98eceec72f77af7b1b2e16a2c10cdcff2b04780cc795d4ad2975525a8ac2057c
X42R3i1DMfN4tuwH,1742199180153,4,1742199180153@PWAX42R3i1DMfN4tuwH,4937a0bb1b84e72c9c5fb4caaf0700c5835b81857387e31c335a67cc4a1f13cfadf1d15cba96737f73ee2d4b91ae9f8f
X42R3i1DMfN4tuwH,1742217725153,9,1742217725153@PWAX42R3i1DMfN4tuwH,fd4f62c6d86fecc8e64442179b61ed17d07b0f0f9c8807c21a712a56c664743ebc40c2286ea77f4515c5631771e19dc3
X42R3i1DMfN4tuwH,1742180660153,23,1742180660153@PWAX42R3i1DMfN4tuwH,572b23b8d99de536b9dd5948c986717a6bd43280920ce10fda0d031a46ffa84620ea3bfae3293b40c2ab91e42072a741
X42R3i1DMfN4tuwH,1742170856153,20,1742170856153@PWAX42R3i1DMfN4tuwH,cddeed9dfddebfe224ae8777617d414d0791682c9c36628b3494998031a81015aba2ac3365792684b1bee5d1fa0ee784
X42R3i1DMfN4tuwH,1742212055153,7,1742212055153@PWAX42R3i1DMfN4tuwH,8965241377e1d58620923fc221e677e8e8173ad754db6c2a050c8d2c761c47963f57f8f0bd3778937f9217ae75ae4cee
X42R3i1DMfN4tuwH,1742183814153,23,1742183814153@PWAX42R3i1DMfN4tuwH,da8d5f893df0b1f0828ff7187ba09c0dd9ccc62102991c25a955a640497b3224c61ebbc274367827f4232a801aae3f25
X42R3i1DMfN4tuwH,1742210790153,7,1742210790153@PWAX42R3i1DMfN4tuwH,fc0a81c59270bfca513172adfeb45f46c0597eb28e5d00011679e7b93ff77caebbfd5ee73c3223e41be3ad65e8969ede
X42R3i1DMfN4tuwH,1742176980153,22,1742176980153@PWAX42R3i1DMfN4tuwH,ad55aa7d87443ef096f677e509678a5b23263653730ac147b1fab79a2f5f7867e96ec40e7f0abc46545adb5617b3d3af
X42R3i1DMfN4tuwH,1742206403153,6,1742206403153@PWAX42R3i1DMfN4tuwH,4b46cc1986eff5674ab62679e69f6d4c62dd3a4ebdde8fa1394cfe4d4bfd855a673e2a970acbd3c080b0fd464d075565
X42R3i1DMfN4tuwH,1742170971153,20,1742170971153@PWAX42R3i1DMfN4tuwH,62ebadcc1fd602ed8928819d2fa785d42b84fb44f5f8cdab41f2569073f7ac9a40fb84b30124a7b6d91110b10e715693
X42R3i1DMfN4tuwH,1742209953153,7,1742209953153@PWAX42R3i1DMfN4tuwH,285dca09c74cf01590cbecf50fb4a37527c34929c9ecb8909bdd69dbe024644e82918e29ff32669b6d6740c9ff69e162
X42R3i1DMfN4tuwH,1742190916153,1,1742190916153@PWAX42R3i1DMfN4tuwH,9f66b4b940a0729b706549d46e8e402fc8c775667f7c5f8e5a93be7da9587304de6d4c3535a75cf6b5c7a52d2349153c
X42R3i1DMfN4tuwH,1742157854153,16,1742157854153@PWAX42R3i1DMfN4tuwH,b82accec6cc046cedd076fbb4fc93b0878ab7329120adb9f203dab44c0bb6ea370d78257fd5df91590cc3b16ff7f87b7
X42R3i1DMfN4tuwH,1742171006153,20,1742171006153@PWAX42R3i1DMfN4tuwH,3ffd94ad8356b5716f9dc2b31df585341d2b2ad74ef6bf786d2f5826511b6a2cdb0ea4b7794315fab1ace708363b8d16
X42R3i1DMfN4tuwH,1742159482153,17,1742159482153@PWAX42R3i1DMfN4tuwH,437e313d9d0d18d3cb24c668e703f8efbaafe5963ea0b3b828223a83ac01aa3987578fdeb5a0c04983c94d129976f9b6
X42R3i1DMfN4tuwH,1742207311153,6,1742207311153@PWAX42R3i1DMfN4tuwH,46b43188f5e05c5249ca6a0dd48a24e4964c029677c306a1cab05e2d7ef1b80ae632ece1aba2c5b9389d1c97077a228e
X42R3i1DMfN4tuwH,1742164626153,18,1742164626153@PWAX42R3i1DMfN4tuwH,41ed3ffec5bb85bf0ac711d47089bb73000ed945ef45fba0f2d7d5df9f1014d22573997f4b1defa3822fa2a15ddaf23c
X42R3i1DMfN4tuwH,1742164153153,18,1742164153153@PWAX42R3i1DMfN4tuwH,32e90cfc674393ec17944bca15cf827d7673539d4b3c5ba966bb3564da64c2bb796f951e65c0ad00aecbef55d2bfaf62
X42R3i1DMfN4tuwH,1742182080153,23,1742182080153@PWAX42R3i1DMfN4tuwH,75434873df7ff55d71b60e3ddf599a3339487e742cc6ddb8274c9e8536a3a1860d4e719641de53c60b7aa6f111f039d7
