user_id,deviceId,timestamp,hour,rawData,encryptedParam
9,UHr413vtxM6gjq5H,1745187671000,18,1745187671000@PWAUHr413vtxM6gjq5H,969df3d8f5ac9396e6fb7427c75b227fc06621cc9b86b4808034756b41300206a1966065e9e26e60b561cbc64139c196
3,UHr413vtxM6gjq5H,1745162285000,11,1745162285000@PWAUHr413vtxM6gjq5H,b03eeae16e1d0a6421264076fe48cf6b2660195dd82d55fff37e64ddf47cb997078ed901ed8ad08770675ef25a5a4784
16,7ZzqniwJUGv7TvAl,1745160230000,10,1745160230000@PWA7ZzqniwJUGv7TvAl,0b3ae9baaf0a6acbc9ce9f31397539ac0330828df99f99627494a1fd9b7a0f57f10a0bdea0d2feaa7015e85b39444342
14,7ZzqniwJUGv7TvAl,1745159956000,10,1745159956000@PWA7ZzqniwJUGv7TvAl,a186fa1a2e7c204a8530a9a9a97001f16b99faa823883e9560963a1d88b3c1aa5460776470d9a5dfde36fc0a63419572
12,1RR57wlRtyG2pVMP,1745196650000,20,1745196650000@PWA1RR57wlRtyG2pVMP,84b19d48cd7b40d95b952d27d8b503284ae75607847e54d23a92f76ecdfa7b2f474ab395c93ab6a744135edee76da887
2,1RR57wlRtyG2pVMP,1745152951000,8,1745152951000@PWA1RR57wlRtyG2pVMP,f9ace3fada2d29582103c12f1beb942dc0cfa305e1da682f8005cea355d5d87abe2e3bc2874a45cc0d23df0dbba6e99e
11,1RR57wlRtyG2pVMP,1745207133000,23,1745207133000@PWA1RR57wlRtyG2pVMP,f50e455ee1025e5dd4530a043e404f13c729589df54ede55631944e380b553e5eb467f7d763c1ef7c93afe8641535c27
8,57MyRxffoHA7MIqS,1745149611000,7,1745149611000@PWA57MyRxffoHA7MIqS,f3cf12c80b73906b0664d784d4d8f570341f0b104bfd92be838cdf86770e2370e20dc2aca52686f43572b206765aac6c
16,7ZzqniwJUGv7TvAl,1745174271000,14,1745174271000@PWA7ZzqniwJUGv7TvAl,948b19334df10d8f872e2226792b04dfbb920d26767e80a9f4ca601f59b74566b57165799aa7e6607b3963c153001769
7,1RR57wlRtyG2pVMP,1745164670000,11,1745164670000@PWA1RR57wlRtyG2pVMP,8254dc8aaf11e996255e06c812352d0b6f38ac16665e7acd15929d8ffcecc34cd0a47304a379379a27ee310de622cc45
3,Wm0kZLwIYEif99kL,1745148352000,7,1745148352000@PWAWm0kZLwIYEif99kL,26be83faede6e5cf4969a5458ffd0c3e94888a606527cf488ae4dd9a56eaedd7e1e43fb3537b5e3990dd6d36ebc0ca4d
2,Wm0kZLwIYEif99kL,1745169528000,13,1745169528000@PWAWm0kZLwIYEif99kL,1b770895589fe8e0ff8f87137fdd9cf894ce601f61d2f94b1cce6efe042d382ccb607d2511a960532e2e0d6a97499897
9,7ZzqniwJUGv7TvAl,1745144184000,6,1745144184000@PWA7ZzqniwJUGv7TvAl,a440efd8bbd15ed1ded59e5a64ac34525ad5c303bd93108bc88dddbeba3d285beddcb6da52fd8f82b30a48d4bd1f8de4
20,1RR57wlRtyG2pVMP,1745160139000,10,1745160139000@PWA1RR57wlRtyG2pVMP,13e3c9036e72e81b00e6ac679802b7ad950e4ddf07bc96e2ad3c09e0c9a65a3b17deff5dad57bad44be593a8481ae313
8,1RR57wlRtyG2pVMP,1745184809000,17,1745184809000@PWA1RR57wlRtyG2pVMP,500e44f36df3aec0897f7a562d5aae67f1448f5fb8bfa561ceba8ad89f4f6962097fe27ea1d320cb34ef281942398483
13,7ZzqniwJUGv7TvAl,1745197002000,20,1745197002000@PWA7ZzqniwJUGv7TvAl,f0f50d5c24a769f2a3542b620a9496b2c73a7fe32ad0993e85f45fca1630304bfcbc916acb11e8676954c138b7b1df46
19,Wm0kZLwIYEif99kL,1745159034000,10,1745159034000@PWAWm0kZLwIYEif99kL,42c3973229fc7845e6f707e2e80a2f9c0b8f0278ab39650233a4035678d27b949a5cf03fa415eeb9ad755302bbec12ae
2,1RR57wlRtyG2pVMP,1745152951000,8,1745152951000@PWA1RR57wlRtyG2pVMP,f9ace3fada2d29582103c12f1beb942dc0cfa305e1da682f8005cea355d5d87abe2e3bc2874a45cc0d23df0dbba6e99e
