deviceID,timestamp,response_status,response_message,raw_response
6wFW0ww8ICMc8RZ3,1744444431774,200,Success,"{'message': 'Success', 'quote': 'Everything you can imagine is real.', 'writer': 'Pablo Picasso'}"
6wFW0ww8ICMc8RZ3,1744484728774,200,Success,"{'message': 'Success', 'quote': 'Everything has beauty, but not everyone sees it.', 'writer': 'Confucius'}"
6wFW0ww8ICMc8RZ3,1744449381774,200,Success,"{'message': 'Success', 'quote': 'The mind is everything. What you think you become.', 'writer': 'Buddha'}"
6wFW0ww8ICMc8RZ3,1744448314774,200,Success,"{'message': 'Success', 'quote': 'The only limit to our realization of tomorrow is our doubts of today.', 'writer': 'Franklin D. Roosevelt'}"
6wFW0ww8ICMc8RZ3,1744450992774,200,Success,"{'message': 'Success', 'quote': 'Turn your wounds into wisdom.', 'writer': 'Oprah Winfrey'}"
6wFW0ww8ICMc8RZ3,1744420783774,200,Success,"{'message': 'Success', 'quote': 'Failure is simply the opportunity to begin again, this time more intelligently.', 'writer': 'Henry Ford'}"
6wFW0ww8ICMc8RZ3,1744470096774,200,Success,"{'message': 'Success', 'quote': 'Do what you can, with what you have, where you are.', 'writer': 'Theodore Roosevelt'}"
6wFW0ww8ICMc8RZ3,1744445476774,200,Success,"{'message': 'Success', 'quote': 'The only limit to our realization of tomorrow is our doubts of today.', 'writer': 'Franklin D. Roosevelt'}"
6wFW0ww8ICMc8RZ3,1744453240774,200,Success,"{'message': 'Success', 'quote': 'Act as if what you do makes a difference. It does.', 'writer': 'William James'}"
6wFW0ww8ICMc8RZ3,1744419444774,200,Success,"{'message': 'Success', 'quote': 'Do not go where the path may lead, go instead where there is no path and leave a trail.', 'writer': 'Ralph Waldo Emerson'}"
6wFW0ww8ICMc8RZ3,1744465007774,200,Success,"{'message': 'Success', 'quote': 'The mind is everything. What you think you become.', 'writer': 'Buddha'}"
6wFW0ww8ICMc8RZ3,1744441817774,200,Success,"{'message': 'Success', 'quote': 'The mind is everything. What you think you become.', 'writer': 'Buddha'}"
6wFW0ww8ICMc8RZ3,1744479251774,200,Success,"{'message': 'Success', 'quote': 'The mind is everything. What you think you become.', 'writer': 'Buddha'}"
6wFW0ww8ICMc8RZ3,1744465934774,200,Success,"{'message': 'Success', 'quote': 'It is never too late to be what you might have been.', 'writer': 'George Eliot'}"
6wFW0ww8ICMc8RZ3,1744449955774,200,Success,"{'message': 'Success', 'quote': 'When you reach the end of your rope, tie a knot in it and hang on.', 'writer': 'Franklin D. Roosevelt'}"
6wFW0ww8ICMc8RZ3,1744420161774,200,Success,"{'message': 'Success', 'quote': 'Do what you feel in your heart to be right – for you’ll be criticized anyway.', 'writer': 'Eleanor Roosevelt'}"
6wFW0ww8ICMc8RZ3,1744454837774,200,Success,"{'message': 'Success', 'quote': 'What lies behind us and what lies before us are tiny matters compared to what lies within us.', 'writer': 'Ralph Waldo Emerson'}"
6wFW0ww8ICMc8RZ3,1744476866774,200,Success,"{'message': 'Success', 'quote': 'Success is a journey, not a destination.', 'writer': 'Arthur Ashe'}"
6wFW0ww8ICMc8RZ3,1744478984774,200,Success,"{'message': 'Success', 'quote': 'Your time is limited, so don’t waste it living someone else’s life.', 'writer': 'Steve Jobs'}"
6wFW0ww8ICMc8RZ3,1744422910774,200,Success,"{'message': 'Success', 'quote': 'You must be the change you wish to see in the world.', 'writer': 'Mahatma Gandhi'}"
6wFW0ww8ICMc8RZ3,1744422199774,200,Success,"{'message': 'Success', 'quote': 'To be yourself in a world that is constantly trying to make you something else is the greatest accomplishment.', 'writer': 'Ralph Waldo Emerson'}"
6wFW0ww8ICMc8RZ3,1744465922774,200,Success,"{'message': 'Success', 'quote': 'The only limit to our realization of tomorrow is our doubts of today.', 'writer': 'Franklin D. Roosevelt'}"
6wFW0ww8ICMc8RZ3,1744427150774,200,Success,"{'message': 'Success', 'quote': 'If opportunity doesn’t knock, build a door.', 'writer': 'Milton Berle'}"
6wFW0ww8ICMc8RZ3,1744459864774,200,Success,"{'message': 'Success', 'quote': 'Do not go where the path may lead, go instead where there is no path and leave a trail.', 'writer': 'Ralph Waldo Emerson'}"
6wFW0ww8ICMc8RZ3,1744424428774,200,Success,"{'message': 'Success', 'quote': 'Do what you can, with what you have, where you are.', 'writer': 'Theodore Roosevelt'}"
6wFW0ww8ICMc8RZ3,1744459837774,200,Success,"{'message': 'Success', 'quote': 'Nothing is impossible, the word itself says ‘I’m possible’!', 'writer': 'Audrey Hepburn'}"
6wFW0ww8ICMc8RZ3,1744425085774,200,Success,"{'message': 'Success', 'quote': 'Act as if what you do makes a difference. It does.', 'writer': 'William James'}"
6wFW0ww8ICMc8RZ3,1744479966774,200,Success,"{'message': 'Success', 'quote': 'To succeed in life, you need two things: ignorance and confidence.', 'writer': 'Mark Twain'}"
6wFW0ww8ICMc8RZ3,1744455169774,200,Success,"{'message': 'Success', 'quote': 'Dream big and dare to fail.', 'writer': 'Norman Vaughan'}"
6wFW0ww8ICMc8RZ3,1744438889774,200,Success,"{'message': 'Success', 'quote': ""Opportunities don't happen. You create them."", 'writer': 'Chris Grosser'}"
6wFW0ww8ICMc8RZ3,1744449254774,200,Success,"{'message': 'Success', 'quote': 'Act as if what you do makes a difference. It does.', 'writer': 'William James'}"
6wFW0ww8ICMc8RZ3,1744442545774,200,Success,"{'message': 'Success', 'quote': 'I attribute my success to this: I never gave or took any excuse.', 'writer': 'Florence Nightingale'}"
6wFW0ww8ICMc8RZ3,1744443744774,200,Success,"{'message': 'Success', 'quote': 'Do what you feel in your heart to be right—for you’ll be criticized anyway.', 'writer': 'Eleanor Roosevelt'}"
6wFW0ww8ICMc8RZ3,1744447614774,200,Success,"{'message': 'Success', 'quote': 'If you really look closely, most overnight successes took a long time.', 'writer': 'Steve Jobs'}"
6wFW0ww8ICMc8RZ3,1744460575774,200,Success,"{'message': 'Success', 'quote': 'It always seems impossible until it’s done.', 'writer': 'Nelson Mandela'}"
6wFW0ww8ICMc8RZ3,1744459283774,429,Access limit reached,"{'error': 'Access limit reached', 'retry_after': '8 hours 30 minutes'}"
6wFW0ww8ICMc8RZ3,1744484260774,429,Access limit reached,"{'error': 'Access limit reached', 'retry_after': '8 hours 30 minutes'}"
6wFW0ww8ICMc8RZ3,1744463532774,429,Access limit reached,"{'error': 'Access limit reached', 'retry_after': '8 hours 30 minutes'}"
bnMia1Vkl6hKRSCp,1744432573774,200,Success,"{'message': 'Success', 'quote': 'The way to get started is to quit talking and begin doing.', 'writer': 'Walt Disney'}"
bnMia1Vkl6hKRSCp,1744484124774,200,Success,"{'message': 'Success', 'quote': 'Your time is limited, so don’t waste it living someone else’s life.', 'writer': 'Steve Jobs'}"
bnMia1Vkl6hKRSCp,1744461067774,200,Success,"{'message': 'Success', 'quote': 'The purpose of our lives is to be happy.', 'writer': 'Dalai Lama'}"
bnMia1Vkl6hKRSCp,1744464051774,200,Success,"{'message': 'Success', 'quote': 'Do what you can, with what you have, where you are.', 'writer': 'Theodore Roosevelt'}"
bnMia1Vkl6hKRSCp,1744429471774,200,Success,"{'message': 'Success', 'quote': 'Success is a journey, not a destination.', 'writer': 'Arthur Ashe'}"
bnMia1Vkl6hKRSCp,1744437380774,200,Success,"{'message': 'Success', 'quote': 'Dream big and dare to fail.', 'writer': 'Norman Vaughan'}"
